2023-05-19 23:39:40 INFO     Starting training with lr=0.01, n_epoch=100
2023-05-19 23:41:32 INFO     Epoch: 1 	Training Loss: 13.443086 	Test Loss: 1.963649 	Epoch Time: 111.83s 	Total Time: 111.83s
2023-05-19 23:41:55 INFO     Epoch: 32 	Training Loss: 1.914440 	Test Loss: 1.942320 	Epoch Time: 0.75s 	Total Time: 134.70s
2023-05-19 23:41:56 INFO     Epoch: 33 	Training Loss: 1.915143 	Test Loss: 1.947528 	Epoch Time: 0.74s 	Total Time: 135.45s
2023-05-19 23:41:57 INFO     Epoch: 34 	Training Loss: 1.914745 	Test Loss: 1.942552 	Epoch Time: 0.75s 	Total Time: 136.20s
2023-05-19 23:41:57 INFO     Epoch: 35 	Training Loss: 1.914444 	Test Loss: 1.945128 	Epoch Time: 0.75s 	Total Time: 136.95s
2023-05-19 23:41:58 INFO     Epoch: 36 	Training Loss: 1.913604 	Test Loss: 1.938843 	Epoch Time: 0.75s 	Total Time: 137.70s
2023-05-19 23:41:59 INFO     Epoch: 37 	Training Loss: 1.912898 	Test Loss: 1.942214 	Epoch Time: 0.78s 	Total Time: 138.48s
2023-05-19 23:42:00 INFO     Epoch: 38 	Training Loss: 1.914838 	Test Loss: 1.941959 	Epoch Time: 0.74s 	Total Time: 139.77s
2023-05-19 23:42:01 INFO     Epoch: 39 	Training Loss: 1.914878 	Test Loss: 1.941056 	Epoch Time: 0.73s 	Total Time: 140.50s
2023-05-19 23:42:02 INFO     Epoch: 40 	Training Loss: 1.914752 	Test Loss: 1.939565 	Epoch Time: 0.73s 	Total Time: 141.24s
2023-05-19 23:42:02 INFO     Epoch: 41 	Training Loss: 1.913598 	Test Loss: 1.947369 	Epoch Time: 0.74s 	Total Time: 141.98s
2023-05-19 23:42:03 INFO     Epoch: 42 	Training Loss: 1.916030 	Test Loss: 1.940997 	Epoch Time: 0.73s 	Total Time: 142.72s
2023-05-19 23:42:04 INFO     Epoch: 43 	Training Loss: 1.913807 	Test Loss: 1.939660 	Epoch Time: 0.73s 	Total Time: 143.45s
2023-05-19 23:42:04 INFO     Epoch: 44 	Training Loss: 1.914343 	Test Loss: 1.939582 	Epoch Time: 0.74s 	Total Time: 144.19s
2023-05-19 23:42:05 INFO     Epoch: 45 	Training Loss: 1.913401 	Test Loss: 1.938444 	Epoch Time: 0.73s 	Total Time: 144.92s
2023-05-19 23:42:06 INFO     Epoch: 46 	Training Loss: 1.913349 	Test Loss: 1.938910 	Epoch Time: 0.75s 	Total Time: 145.67s
2023-05-19 23:42:07 INFO     Epoch: 47 	Training Loss: 1.913637 	Test Loss: 1.940139 	Epoch Time: 0.73s 	Total Time: 146.40s
2023-05-19 23:42:07 INFO     Epoch: 48 	Training Loss: 1.913544 	Test Loss: 1.944222 	Epoch Time: 0.73s 	Total Time: 147.14s
2023-05-19 23:42:08 INFO     Epoch: 49 	Training Loss: 1.912931 	Test Loss: 1.942858 	Epoch Time: 0.73s 	Total Time: 147.87s
2023-05-19 23:42:09 INFO     Epoch: 50 	Training Loss: 1.914172 	Test Loss: 1.934887 	Epoch Time: 0.74s 	Total Time: 148.61s
2023-05-19 23:42:10 INFO     Epoch: 51 	Training Loss: 1.913117 	Test Loss: 1.941003 	Epoch Time: 0.73s 	Total Time: 149.35s
2023-05-19 23:42:10 INFO     Epoch: 52 	Training Loss: 1.913340 	Test Loss: 1.943521 	Epoch Time: 0.73s 	Total Time: 150.08s
2023-05-19 23:42:11 INFO     Epoch: 53 	Training Loss: 1.913138 	Test Loss: 1.939075 	Epoch Time: 0.74s 	Total Time: 150.83s
2023-05-19 23:42:12 INFO     Epoch: 54 	Training Loss: 1.913186 	Test Loss: 1.941809 	Epoch Time: 0.73s 	Total Time: 151.56s
2023-05-19 23:42:13 INFO     Epoch: 55 	Training Loss: 1.913237 	Test Loss: 1.938751 	Epoch Time: 0.74s 	Total Time: 152.30s
2023-05-19 23:42:13 INFO     Epoch: 56 	Training Loss: 1.913936 	Test Loss: 1.939623 	Epoch Time: 0.74s 	Total Time: 153.04s
2023-05-19 23:42:14 INFO     Epoch: 57 	Training Loss: 1.913289 	Test Loss: 1.944379 	Epoch Time: 0.74s 	Total Time: 153.77s
2023-05-19 23:42:15 INFO     Epoch: 58 	Training Loss: 1.914025 	Test Loss: 1.941920 	Epoch Time: 0.74s 	Total Time: 154.51s
2023-05-19 23:42:16 INFO     Epoch: 59 	Training Loss: 1.913605 	Test Loss: 1.946420 	Epoch Time: 0.74s 	Total Time: 155.25s
2023-05-19 23:42:16 INFO     Epoch: 60 	Training Loss: 1.913144 	Test Loss: 1.940423 	Epoch Time: 0.74s 	Total Time: 155.99s
2023-05-19 23:42:17 INFO     Epoch: 61 	Training Loss: 1.913805 	Test Loss: 1.939540 	Epoch Time: 0.73s 	Total Time: 156.72s
2023-05-19 23:42:18 INFO     Epoch: 62 	Training Loss: 1.913781 	Test Loss: 1.936927 	Epoch Time: 0.73s 	Total Time: 157.46s
2023-05-19 23:42:18 INFO     Epoch: 63 	Training Loss: 1.913803 	Test Loss: 1.940508 	Epoch Time: 0.73s 	Total Time: 158.19s
2023-05-19 23:42:19 INFO     Epoch: 64 	Training Loss: 1.913459 	Test Loss: 1.942842 	Epoch Time: 0.73s 	Total Time: 158.93s
2023-05-19 23:42:20 INFO     Epoch: 65 	Training Loss: 1.913522 	Test Loss: 1.939859 	Epoch Time: 0.73s 	Total Time: 159.66s
2023-05-19 23:42:21 INFO     Epoch: 66 	Training Loss: 1.912876 	Test Loss: 1.942228 	Epoch Time: 0.73s 	Total Time: 160.39s
2023-05-19 23:42:21 INFO     Epoch: 67 	Training Loss: 1.913087 	Test Loss: 1.939282 	Epoch Time: 0.75s 	Total Time: 161.14s
2023-05-19 23:42:22 INFO     Epoch: 68 	Training Loss: 1.913951 	Test Loss: 1.941238 	Epoch Time: 0.75s 	Total Time: 161.89s
2023-05-19 23:42:23 INFO     Epoch: 69 	Training Loss: 1.913113 	Test Loss: 1.941372 	Epoch Time: 0.73s 	Total Time: 162.62s
2023-05-19 23:42:24 INFO     Epoch: 70 	Training Loss: 1.913339 	Test Loss: 1.937745 	Epoch Time: 0.73s 	Total Time: 163.35s
2023-05-19 23:42:24 INFO     Epoch: 71 	Training Loss: 1.912726 	Test Loss: 1.938595 	Epoch Time: 0.74s 	Total Time: 164.09s
2023-05-19 23:42:25 INFO     Epoch: 72 	Training Loss: 1.913545 	Test Loss: 1.943585 	Epoch Time: 0.73s 	Total Time: 164.82s
2023-05-19 23:42:26 INFO     Epoch: 73 	Training Loss: 1.912576 	Test Loss: 1.939074 	Epoch Time: 0.74s 	Total Time: 165.57s
2023-05-19 23:42:27 INFO     Epoch: 74 	Training Loss: 1.913061 	Test Loss: 1.947224 	Epoch Time: 0.77s 	Total Time: 166.34s
2023-05-19 23:42:27 INFO     Epoch: 75 	Training Loss: 1.912951 	Test Loss: 1.940470 	Epoch Time: 0.76s 	Total Time: 167.10s
2023-05-19 23:42:28 INFO     Epoch: 76 	Training Loss: 1.913428 	Test Loss: 1.940299 	Epoch Time: 0.74s 	Total Time: 167.83s
2023-05-19 23:42:29 INFO     Epoch: 77 	Training Loss: 1.913022 	Test Loss: 1.939508 	Epoch Time: 0.73s 	Total Time: 168.57s
2023-05-19 23:42:30 INFO     Epoch: 78 	Training Loss: 1.912967 	Test Loss: 1.940915 	Epoch Time: 0.73s 	Total Time: 169.30s
2023-05-19 23:42:30 INFO     Epoch: 79 	Training Loss: 1.913104 	Test Loss: 1.939175 	Epoch Time: 0.74s 	Total Time: 170.04s
2023-05-19 23:42:31 INFO     Epoch: 80 	Training Loss: 1.912730 	Test Loss: 1.941104 	Epoch Time: 0.73s 	Total Time: 170.77s
2023-05-19 23:42:32 INFO     Epoch: 81 	Training Loss: 1.913316 	Test Loss: 1.937128 	Epoch Time: 0.74s 	Total Time: 171.51s
2023-05-19 23:42:33 INFO     Epoch: 82 	Training Loss: 1.913845 	Test Loss: 1.941539 	Epoch Time: 0.74s 	Total Time: 172.25s
2023-05-19 23:42:33 INFO     Epoch: 83 	Training Loss: 1.913195 	Test Loss: 1.941720 	Epoch Time: 0.73s 	Total Time: 172.98s
2023-05-19 23:42:34 INFO     Epoch: 84 	Training Loss: 1.913539 	Test Loss: 1.944099 	Epoch Time: 0.73s 	Total Time: 173.71s
2023-05-19 23:42:35 INFO     Epoch: 85 	Training Loss: 1.913771 	Test Loss: 1.941465 	Epoch Time: 0.73s 	Total Time: 174.45s
2023-05-19 23:42:35 INFO     Epoch: 86 	Training Loss: 1.912770 	Test Loss: 1.937898 	Epoch Time: 0.73s 	Total Time: 175.18s
2023-05-19 23:42:36 INFO     Epoch: 87 	Training Loss: 1.913119 	Test Loss: 1.944029 	Epoch Time: 0.73s 	Total Time: 175.92s
2023-05-19 23:42:37 INFO     Epoch: 88 	Training Loss: 1.912253 	Test Loss: 1.941853 	Epoch Time: 0.74s 	Total Time: 176.65s
2023-05-19 23:42:38 INFO     Epoch: 89 	Training Loss: 1.913280 	Test Loss: 1.942688 	Epoch Time: 0.73s 	Total Time: 177.38s
2023-05-19 23:42:38 INFO     Epoch: 90 	Training Loss: 1.913112 	Test Loss: 1.943499 	Epoch Time: 0.74s 	Total Time: 178.12s
2023-05-19 23:42:39 INFO     Epoch: 91 	Training Loss: 1.913313 	Test Loss: 1.941312 	Epoch Time: 0.74s 	Total Time: 178.86s
2023-05-19 23:42:40 INFO     Epoch: 92 	Training Loss: 1.913455 	Test Loss: 1.945976 	Epoch Time: 0.73s 	Total Time: 179.59s
2023-05-19 23:42:41 INFO     Epoch: 93 	Training Loss: 1.913438 	Test Loss: 1.943623 	Epoch Time: 0.73s 	Total Time: 180.32s
2023-05-19 23:42:41 INFO     Epoch: 94 	Training Loss: 1.912970 	Test Loss: 1.939358 	Epoch Time: 0.74s 	Total Time: 181.06s
2023-05-19 23:42:42 INFO     Epoch: 95 	Training Loss: 1.912832 	Test Loss: 1.938352 	Epoch Time: 0.74s 	Total Time: 181.79s
2023-05-19 23:42:43 INFO     Epoch: 96 	Training Loss: 1.912578 	Test Loss: 1.939483 	Epoch Time: 0.73s 	Total Time: 182.53s
2023-05-19 23:42:44 INFO     Epoch: 97 	Training Loss: 1.913083 	Test Loss: 1.939600 	Epoch Time: 0.73s 	Total Time: 183.26s
2023-05-19 23:42:44 INFO     Epoch: 98 	Training Loss: 1.912559 	Test Loss: 1.939734 	Epoch Time: 0.73s 	Total Time: 184.00s
2023-05-19 23:42:45 INFO     Epoch: 99 	Training Loss: 1.912940 	Test Loss: 1.940435 	Epoch Time: 0.73s 	Total Time: 184.73s
2023-05-19 23:42:46 INFO     Epoch: 100 	Training Loss: 1.912993 	Test Loss: 1.941686 	Epoch Time: 0.73s 	Total Time: 185.46s
2023-05-19 23:42:48 INFO     Total training time: 187.97s
2023-05-19 23:42:53 INFO     lr=0.01, n_epoch=100, train_loss=1.9129928114300683, test_loss=1.9416861108047427
2023-05-19 23:42:53 INFO     Starting training with lr=0.01, n_epoch=500
2023-05-19 23:42:54 INFO     Epoch: 1 	Training Loss: 34.031879 	Test Loss: 1.213655 	Epoch Time: 0.74s 	Total Time: 0.74s
2023-05-19 23:42:55 INFO     Epoch: 2 	Training Loss: 1.093649 	Test Loss: 0.914510 	Epoch Time: 0.73s 	Total Time: 1.47s
2023-05-19 23:42:56 INFO     Epoch: 3 	Training Loss: 0.994762 	Test Loss: 0.946735 	Epoch Time: 0.74s 	Total Time: 2.20s
2023-05-19 23:42:56 INFO     Epoch: 4 	Training Loss: 0.946312 	Test Loss: 0.903274 	Epoch Time: 0.73s 	Total Time: 2.93s
2023-05-19 23:42:57 INFO     Epoch: 5 	Training Loss: 0.956192 	Test Loss: 0.904258 	Epoch Time: 0.73s 	Total Time: 3.66s
2023-05-19 23:42:58 INFO     Epoch: 6 	Training Loss: 0.937809 	Test Loss: 0.897164 	Epoch Time: 0.73s 	Total Time: 4.39s
2023-05-19 23:42:59 INFO     Epoch: 7 	Training Loss: 0.951992 	Test Loss: 0.915207 	Epoch Time: 0.73s 	Total Time: 5.13s
2023-05-19 23:42:59 INFO     Epoch: 8 	Training Loss: 0.990466 	Test Loss: 0.978026 	Epoch Time: 0.73s 	Total Time: 5.86s
2023-05-19 23:43:00 INFO     Epoch: 9 	Training Loss: 0.952785 	Test Loss: 0.900619 	Epoch Time: 0.73s 	Total Time: 6.59s
2023-05-19 23:43:01 INFO     Epoch: 10 	Training Loss: 0.933746 	Test Loss: 0.914338 	Epoch Time: 0.73s 	Total Time: 7.33s
2023-05-19 23:43:01 INFO     Epoch: 11 	Training Loss: 0.938375 	Test Loss: 0.906406 	Epoch Time: 0.74s 	Total Time: 8.06s
2023-05-19 23:43:02 INFO     Epoch: 12 	Training Loss: 0.925044 	Test Loss: 0.916943 	Epoch Time: 0.73s 	Total Time: 8.79s
2023-05-19 23:43:03 INFO     Epoch: 13 	Training Loss: 0.924872 	Test Loss: 0.947154 	Epoch Time: 0.74s 	Total Time: 9.53s
2023-05-19 23:43:04 INFO     Epoch: 14 	Training Loss: 0.930744 	Test Loss: 0.907271 	Epoch Time: 0.73s 	Total Time: 10.26s
2023-05-19 23:43:04 INFO     Epoch: 15 	Training Loss: 0.925548 	Test Loss: 0.917558 	Epoch Time: 0.74s 	Total Time: 11.00s
2023-05-19 23:43:05 INFO     Epoch: 16 	Training Loss: 0.926542 	Test Loss: 0.919240 	Epoch Time: 0.74s 	Total Time: 11.73s
2023-05-19 23:43:06 INFO     Epoch: 17 	Training Loss: 0.925871 	Test Loss: 0.906651 	Epoch Time: 0.75s 	Total Time: 12.48s
2023-05-19 23:43:07 INFO     Epoch: 18 	Training Loss: 0.925543 	Test Loss: 0.920060 	Epoch Time: 0.74s 	Total Time: 13.22s
2023-05-19 23:43:07 INFO     Epoch: 19 	Training Loss: 0.924593 	Test Loss: 0.931384 	Epoch Time: 0.73s 	Total Time: 13.95s
2023-05-19 23:43:08 INFO     Epoch: 20 	Training Loss: 0.927292 	Test Loss: 0.904445 	Epoch Time: 0.73s 	Total Time: 14.68s
2023-05-19 23:43:09 INFO     Epoch: 21 	Training Loss: 0.923648 	Test Loss: 0.937263 	Epoch Time: 0.75s 	Total Time: 15.43s
2023-05-19 23:43:10 INFO     Epoch: 22 	Training Loss: 0.927200 	Test Loss: 0.924004 	Epoch Time: 0.74s 	Total Time: 16.17s
2023-05-19 23:43:10 INFO     Epoch: 23 	Training Loss: 0.927018 	Test Loss: 0.896416 	Epoch Time: 0.73s 	Total Time: 16.91s
2023-05-19 23:43:11 INFO     Epoch: 24 	Training Loss: 0.922748 	Test Loss: 0.919771 	Epoch Time: 0.73s 	Total Time: 17.64s
2023-05-19 23:43:12 INFO     Epoch: 25 	Training Loss: 0.924138 	Test Loss: 0.918743 	Epoch Time: 0.73s 	Total Time: 18.38s
2023-05-19 23:43:13 INFO     Epoch: 26 	Training Loss: 0.926148 	Test Loss: 0.918864 	Epoch Time: 0.75s 	Total Time: 19.12s
2023-05-19 23:43:13 INFO     Epoch: 27 	Training Loss: 0.922065 	Test Loss: 0.909202 	Epoch Time: 0.75s 	Total Time: 19.87s
2023-05-19 23:43:14 INFO     Epoch: 28 	Training Loss: 1.488557 	Test Loss: 1.270103 	Epoch Time: 0.73s 	Total Time: 20.60s
2023-05-19 23:43:15 INFO     Epoch: 29 	Training Loss: 1.248555 	Test Loss: 1.253210 	Epoch Time: 0.73s 	Total Time: 21.33s
2023-05-19 23:43:15 INFO     Epoch: 30 	Training Loss: 1.229229 	Test Loss: 1.242987 	Epoch Time: 0.73s 	Total Time: 22.07s
2023-05-19 23:43:16 INFO     Epoch: 31 	Training Loss: 1.227270 	Test Loss: 1.239399 	Epoch Time: 0.73s 	Total Time: 22.80s
2023-05-19 23:43:17 INFO     Epoch: 32 	Training Loss: 1.218219 	Test Loss: 1.265455 	Epoch Time: 0.73s 	Total Time: 23.54s
2023-05-19 23:43:18 INFO     Epoch: 33 	Training Loss: 1.221981 	Test Loss: 1.242881 	Epoch Time: 0.74s 	Total Time: 24.28s
2023-05-19 23:43:18 INFO     Epoch: 34 	Training Loss: 1.218336 	Test Loss: 1.299497 	Epoch Time: 0.77s 	Total Time: 25.04s
2023-05-19 23:43:19 INFO     Epoch: 35 	Training Loss: 1.249933 	Test Loss: 1.263477 	Epoch Time: 0.75s 	Total Time: 25.79s
2023-05-19 23:43:20 INFO     Epoch: 36 	Training Loss: 42.854254 	Test Loss: 1.941940 	Epoch Time: 0.74s 	Total Time: 26.53s
2023-05-19 23:43:21 INFO     Epoch: 37 	Training Loss: 1.922846 	Test Loss: 1.944069 	Epoch Time: 0.74s 	Total Time: 27.27s
2023-05-19 23:43:21 INFO     Epoch: 38 	Training Loss: 1.915620 	Test Loss: 1.949721 	Epoch Time: 0.73s 	Total Time: 28.00s
2023-05-19 23:43:22 INFO     Epoch: 39 	Training Loss: 1.917328 	Test Loss: 1.936234 	Epoch Time: 0.73s 	Total Time: 28.73s
2023-05-19 23:43:23 INFO     Epoch: 40 	Training Loss: 1.919280 	Test Loss: 1.939297 	Epoch Time: 0.74s 	Total Time: 29.48s
2023-05-19 23:43:24 INFO     Epoch: 41 	Training Loss: 1.913908 	Test Loss: 1.948346 	Epoch Time: 0.77s 	Total Time: 30.25s
2023-05-19 23:43:24 INFO     Epoch: 42 	Training Loss: 1.951994 	Test Loss: 1.940934 	Epoch Time: 0.74s 	Total Time: 30.99s
2023-05-19 23:43:25 INFO     Epoch: 43 	Training Loss: 1.921501 	Test Loss: 1.940318 	Epoch Time: 0.73s 	Total Time: 31.72s
2023-05-19 23:43:26 INFO     Epoch: 44 	Training Loss: 1.912652 	Test Loss: 1.938687 	Epoch Time: 0.73s 	Total Time: 32.46s
2023-05-19 23:43:27 INFO     Epoch: 45 	Training Loss: 1.912672 	Test Loss: 1.939468 	Epoch Time: 0.74s 	Total Time: 33.19s
2023-05-19 23:43:27 INFO     Epoch: 46 	Training Loss: 1.912228 	Test Loss: 1.942034 	Epoch Time: 0.74s 	Total Time: 33.93s
2023-05-19 23:43:28 INFO     Epoch: 47 	Training Loss: 1.912398 	Test Loss: 1.941241 	Epoch Time: 0.73s 	Total Time: 34.67s
2023-05-19 23:43:29 INFO     Epoch: 48 	Training Loss: 1.912666 	Test Loss: 1.940336 	Epoch Time: 0.74s 	Total Time: 35.41s
2023-05-19 23:43:30 INFO     Epoch: 49 	Training Loss: 1.912499 	Test Loss: 1.941322 	Epoch Time: 0.73s 	Total Time: 36.14s
2023-05-19 23:43:30 INFO     Epoch: 50 	Training Loss: 1.913053 	Test Loss: 1.940477 	Epoch Time: 0.73s 	Total Time: 36.88s
2023-05-19 23:43:31 INFO     Epoch: 51 	Training Loss: 1.912433 	Test Loss: 1.941465 	Epoch Time: 0.74s 	Total Time: 37.61s
2023-05-19 23:43:32 INFO     Epoch: 52 	Training Loss: 1.912234 	Test Loss: 1.941202 	Epoch Time: 0.74s 	Total Time: 38.35s
2023-05-19 23:43:33 INFO     Epoch: 53 	Training Loss: 1.912683 	Test Loss: 1.943827 	Epoch Time: 0.73s 	Total Time: 39.08s
2023-05-19 23:43:33 INFO     Epoch: 54 	Training Loss: 1.912360 	Test Loss: 1.941412 	Epoch Time: 0.73s 	Total Time: 39.82s
2023-05-19 23:43:34 INFO     Epoch: 55 	Training Loss: 1.912883 	Test Loss: 1.939362 	Epoch Time: 0.74s 	Total Time: 40.55s
2023-05-19 23:43:35 INFO     Epoch: 56 	Training Loss: 1.912271 	Test Loss: 1.940259 	Epoch Time: 0.74s 	Total Time: 41.29s
2023-05-19 23:43:35 INFO     Epoch: 57 	Training Loss: 1.912708 	Test Loss: 1.940336 	Epoch Time: 0.74s 	Total Time: 42.02s
2023-05-19 23:43:37 INFO     Epoch: 58 	Training Loss: 1.912707 	Test Loss: 1.939463 	Epoch Time: 0.73s 	Total Time: 43.20s
2023-05-19 23:43:37 INFO     Epoch: 59 	Training Loss: 1.912383 	Test Loss: 1.940529 	Epoch Time: 0.73s 	Total Time: 43.93s
2023-05-19 23:43:38 INFO     Epoch: 60 	Training Loss: 1.912289 	Test Loss: 1.941499 	Epoch Time: 0.73s 	Total Time: 44.66s
2023-05-19 23:43:39 INFO     Epoch: 61 	Training Loss: 1.912376 	Test Loss: 1.939663 	Epoch Time: 0.73s 	Total Time: 45.40s
2023-05-19 23:43:40 INFO     Epoch: 62 	Training Loss: 1.912143 	Test Loss: 1.940543 	Epoch Time: 0.74s 	Total Time: 46.13s
2023-05-19 23:43:40 INFO     Epoch: 63 	Training Loss: 1.912258 	Test Loss: 1.941275 	Epoch Time: 0.73s 	Total Time: 46.87s
2023-05-19 23:43:41 INFO     Epoch: 64 	Training Loss: 1.912455 	Test Loss: 1.941126 	Epoch Time: 0.73s 	Total Time: 47.60s
2023-05-19 23:43:42 INFO     Epoch: 65 	Training Loss: 1.912235 	Test Loss: 1.939106 	Epoch Time: 0.73s 	Total Time: 48.34s
2023-05-19 23:43:42 INFO     Epoch: 66 	Training Loss: 1.913086 	Test Loss: 1.939485 	Epoch Time: 0.73s 	Total Time: 49.07s
2023-05-19 23:43:43 INFO     Epoch: 67 	Training Loss: 1.912679 	Test Loss: 1.941471 	Epoch Time: 0.74s 	Total Time: 49.81s
2023-05-19 23:43:44 INFO     Epoch: 68 	Training Loss: 1.911922 	Test Loss: 1.943510 	Epoch Time: 0.74s 	Total Time: 50.54s
2023-05-19 23:43:45 INFO     Epoch: 69 	Training Loss: 1.912410 	Test Loss: 1.940649 	Epoch Time: 0.74s 	Total Time: 51.28s
2023-05-19 23:43:45 INFO     Epoch: 70 	Training Loss: 1.912093 	Test Loss: 1.937990 	Epoch Time: 0.74s 	Total Time: 52.02s
2023-05-19 23:43:46 INFO     Epoch: 71 	Training Loss: 1.912407 	Test Loss: 1.940839 	Epoch Time: 0.74s 	Total Time: 52.75s
2023-05-19 23:43:47 INFO     Epoch: 72 	Training Loss: 1.911954 	Test Loss: 1.941955 	Epoch Time: 0.74s 	Total Time: 53.49s
2023-05-19 23:43:48 INFO     Epoch: 73 	Training Loss: 1.912395 	Test Loss: 1.939994 	Epoch Time: 0.74s 	Total Time: 54.23s
2023-05-19 23:43:48 INFO     Epoch: 74 	Training Loss: 1.912553 	Test Loss: 1.941052 	Epoch Time: 0.74s 	Total Time: 54.96s
2023-05-19 23:43:49 INFO     Epoch: 75 	Training Loss: 1.912658 	Test Loss: 1.940023 	Epoch Time: 0.73s 	Total Time: 55.70s
2023-05-19 23:43:50 INFO     Epoch: 76 	Training Loss: 1.912128 	Test Loss: 1.942064 	Epoch Time: 0.73s 	Total Time: 56.43s
2023-05-19 23:43:51 INFO     Epoch: 77 	Training Loss: 1.912202 	Test Loss: 1.941176 	Epoch Time: 0.73s 	Total Time: 57.16s
2023-05-19 23:43:51 INFO     Epoch: 78 	Training Loss: 1.912578 	Test Loss: 1.940697 	Epoch Time: 0.75s 	Total Time: 57.92s
