Classification Level,Count
Azotobacter beijerinckii,37
Bacillus aerophilus,184
Acidovorax avenae,74
Ensifer adhaerens,171
Brevibacillus brevis,254
Bacillus velezensis,1436
Pseudomonas lini,60
Bacillus simplex,462
gamma proteobacterium symbiont of Plautia stali,238
Vibrio neocaledonicus,69
Bacillus circulans,184
Shigella sonnei,969
Atlantibacter hermannii,81
Paenibacillus alvei,53
Pseudomonas umsongensis,41
Ensifer meliloti,525
Shigella boydii,217
Achromobacter xylosoxidans,392
Providencia rettgeri,136
Vibrio vulnificus,240
Pectobacterium carotovorum subsp. brasiliense,178
Paenibacillus kribbensis,23
Agrobacterium radiobacter,804
Nocardia rhamnosiphila,22
Pseudomonas marginalis,47
Acinetobacter baumannii,2288
Bacillus sp. OV166,20
Helicobacter pylori,428
Curtobacterium flaccumfaciens,116
Bacteroides dorei,41
Streptococcus pseudoporcinus,39
Streptococcus salivarius subsp. thermophilus,804
Pandoraea sputorum,23
Streptomyces toxytricini,27
Paraburkholderia silvatlantica,21
Geobacillus thermocatenulatus,33
Pseudomonas oryzihabitans,126
Streptomyces albogriseolus,58
Staphylococcus epidermidis,1086
Bacillus tequilensis,474
Lactobacillus paracasei,749
Rhodococcus ruber,121
Nocardia transvalensis,28
Escherichia albertii,133
Candidatus Phytoplasma aurantifolia,207
Lysinibacillus sphaericus,468
Haemophilus influenzae,1044
Tumebacillus avium,38
Klebsiella variicola,305
Lactobacillus brevis,841
Bacillus flexus,481
Bacillus altitudinis,554
Myxococcus fulvus,107
Streptococcus anginosus,416
Weissella paramesenteroides,129
Azotobacter chroococcum,137
Brinjal little leaf phytoplasma,77
Acinetobacter radioresistens,152
Lactobacillus salivarius,403
Rothia dentocariosa,38
Paenibacillus pabuli,66
Comamonas testosteroni,180
Bacillus siamensis,236
Histophilus somni,116
Anaplasma marginale,92
Providencia vermicola,73
Gordonia amarae,34
Variovorax paradoxus,172
Mycobacterium abscessus,1004
Bifidobacterium longum,253
Aeromonas veronii,650
Pseudomonas mendocina,201
Mycobacterium marinum,37
Enterobacter cloacae,2057
Lactobacillus gasseri,123
Acinetobacter calcoaceticus,445
Photobacterium damselae subsp. piscicida (causative agent of fish,48
Corynebacterium diphtheriae,136
Leclercia adecarboxylata,109
Bartonella henselae,57
Ruegeria atlantica,24
Staphylococcus sciuri,288
Lactococcus lactis subsp. cremoris,192
Porphyromonas levii,410
Pseudomonas stutzeri,919
Pseudarthrobacter siccitolerans,96
Acinetobacter junii,207
Bacillus horikoshii,99
Bacillus halotolerans,379
Bacillus nealsonii,76
Alteromonas stellipolaris,29
Bacillus aquimaris,238
Virgibacillus salarius,43
Acidithiobacillus thiooxidans,142
Paenibacillus illinoisensis,40
Janthinobacterium lividum,119
[Brevibacterium] frigoritolerans,225
Clostridium septicum,56
Yersinia ruckeri,132
Rhizobium rhizogenes,83
Lactobacillus pantheris,23
Microbacterium paraoxydans,134
Ruminococcus albus,31
Klebsiella quasipneumoniae,76
Paenibacillus lautus,112
Basfia succiniciproducens,28
Enterobacter hormaechei,309
Staphylococcus hominis,327
Pseudomonas cichorii,69
Pseudomonas corrugata,54
Corallococcus exiguus,86
Gardnerella vaginalis,63
Butyrivibrio fibrisolvens,71
Bacillus subtilis subsp. inaquosorum,158
Aeromonas dhakensis,94
Streptococcus mutans,253
Aliivibrio fischeri,120
Haemophilus haemolyticus,155
Vibrio cyclitrophicus,92
Kocuria rhizophila,100
Bradyrhizobium iriomotense,33
Yersinia mollaretii,21
Delftia tsuruhatensis,107
Pseudomonas migulae,77
Curtobacterium luteum,58
Pseudoalteromonas citrea,22
Pseudomonas fulva,145
Lonsdalea quercina,42
Zymomonas mobilis,63
Leuconostoc citreum,260
Mycoplasmopsis gallinarum,53
Providencia alcalifaciens,62
Staphylococcus gallinarum,53
Taylorella equigenitalis,53
Lactobacillus delbrueckii subsp. bulgaricus,641
Acinetobacter baumannii Naval-18,41
Avibacterium paragallinarum,46
'Chrysanthemum morifolium' phyllody phytoplasma,22
Aeromonas salmonicida,248
Moritella viscosa,34
Escherichia coli K-12,99
Citrobacter braakii,70
Vibrio harveyi,495
Bartonella grahamii,21
Mycobacterium abscessus subsp. bolletii,114
Enterobacter asburiae,359
Citrobacter youngae,31
Acidithiobacillus ferrooxidans,250
Cedecea neteri,37
Pseudomonas cerasi,20
Parageobacillus caldoxylosilyticus,37
Pseudomonas extremaustralis,60
Staphylococcus argenteus,110
Prevotella nigrescens,32
Acinetobacter johnsonii,297
Shewanella colwelliana,29
Xanthomonas citri pv. punicae,50
Alloscardovia omnicolens,23
Weissella confusa,339
Streptomyces pactum,53
Corynebacterium xerosis,55
[Haemophilus] ducreyi,88
Glutamicibacter arilaitensis,65
Pasteurellaceae bacterium,255
Streptomyces griseorubens,63
Nocardia otitidiscaviarum,47
Xanthomonas sacchari,30
Gallibacterium anatis,77
Xanthomonas campestris pv. campestris,41
Streptococcus mitis,225
Klebsiella oxytoca,580
Erwinia persicina,35
Vibrio rotiferianus,94
Fusobacterium nucleatum,147
Acetobacter pasteurianus,238
Azospirillum brasilense,122
Burkholderia multivorans,129
Pseudoalteromonas piscicida,90
Enterobacter cancerogenus,131
Enterobacter hormaechei subsp. steigerwaltii,73
Fictibacillus phosphorivorans,23
Mycobacterium abscessus subsp. massiliense,318
Arcanobacterium haemolyticum,45
Lactobacillus rossiae,56
Parvimonas micra,36
Marinobacter hydrocarbonoclasticus,159
Bacillus foraminis,42
Bacillus vallismortis,148
Bacillus paralicheniformis,173
Virgibacillus proomii,22
Microbacterium chocolatum,32
Microbacterium oleivorans,58
Phaeobacter piscinae,64
Candidatus Phytoplasma trifolii,77
Vibrio mimicus,33
Robbsia andropogonis,28
Brevibacillus borstelensis,132
Acinetobacter pittii,237
Pantoea stewartii,70
Vibrio fluvialis,120
Vibrio owensii,167
Cryobacterium psychrotolerans,56
Clostridium pasteurianum DSM 525 = ATCC 6013,42
Pseudomonas syringae pv. syringae,84
Rhodobacter sphaeroides,106
Brenneria salicis,98
Arthrobacter alpinus,44
Burkholderia pyrrocinia,29
Chryseobacterium indologenes,89
Pseudomonas fragi,295
Burkholderia pseudomallei,885
Snodgrassella alvi,54
Lactobacillus harbinensis,27
Curtobacterium citreum,61
Cronobacter malonaticus,72
Geobacillus stearothermophilus,231
Novosphingobium subterraneum,24
Lactobacillus florum,33
Salmonella enterica subsp. enterica serovar Newport,147
Staphylococcus haemolyticus,458
Brachyspira canis,22
Marinobacter alkaliphilus,74
Escherichia fergusonii,144
Lactobacillus johnsonii,181
Lactobacillus kunkeei,359
Paenibacillus larvae,122
Paenibacillus barengoltzii,35
Citrobacter murliniae,47
Salmonella enterica subsp. enterica serovar Dublin,97
Acetobacter malorum,63
Salmonella enterica subsp. enterica serovar Weltevreden,143
Streptococcus cristatus,65
Kocuria rosea,141
Halobacillus dabanensis,61
Myroides odoratimimus,72
Vibrio chagasii,35
Pseudomonas mosselii,87
Arthrobacter pascens,91
Lysinibacillus fusiformis,497
Clostridium perfringens,322
Sphingobium yanoikuyae,104
[Clostridium] bolteae,22
Weissella hellenica,54
Myxococcus xanthus,34
Shigella flexneri 2a,31
Ensifer fredii,141
Lactobacillus delbrueckii,146
[Pseudomonas] hibiscicola,57
Pandoraea pnomenusa,41
Faecalicatena orotica,21
Raoultella planticola,88
Pseudoalteromonas luteoviolacea,76
Leptospira interrogans,107
Fictibacillus arsenicus,23
Leuconostoc lactis,480
Pseudoalteromonas marina,37
Pediococcus parvulus,34
Streptomyces koyangensis,25
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,116
Vibrio coralliilyticus,85
Massilia eurypsychrophila,97
Xenorhabdus khoisanae,23
Brevundimonas bullata,38
Xanthomonas oryzae,66
Oenococcus oeni,171
Salmonella enterica subsp. enterica serovar Enteritidis,733
Legionella pneumophila subsp. fraseri,31
Aurantimonas coralicida,22
Chlamydia trachomatis,190
Acetobacter lovaniensis,31
Polynucleobacter cosmopolitanus,215
Lactobacillus alimentarius,67
Pseudoalteromonas lipolytica,78
Brevundimonas vesicularis,70
Muribacter muris,106
Mycoplasmopsis bovis,146
Staphylococcus warneri,357
Brevibacillus laterosporus,172
Candidatus Baumannia cicadellinicola,30
Acinetobacter baumannii OIFC189,33
Bacillus endophyticus,202
Aeromonas media,133
Dermacoccus nishinomiyaensis,27
Streptomyces parvulus,43
Paracoccus denitrificans,65
Mycobacterium gordonae,55
Pseudomonas pelagia,46
[Clostridium] leptum,145
Gordonia sputi,49
Pseudomonas azotoformans,160
Riemerella anatipestifer,180
Burkholderia ubonensis,321
Macrococcus caseolyticus,101
Escherichia coli O157,21
Pseudonocardia carboxydivorans,21
Streptococcus gallolyticus subsp. macedonicus,69
Leuconostoc gelidum subsp. gasicomitatum,36
Bacillus drentensis,96
Bacillus firmus,468
Microbacterium lacticum,20
Bacillus luciferensis,20
Helicobacter heilmannii,39
Azotobacter salinestris,24
Anaplasma capra,106
Piscirickettsia salmonis,208
Hafnia alvei,142
Candidatus Hamiltonella defensa,58
Caulobacter vibrioides,27
Burkholderia glumae,37
Paenibacillus terrae,31
Aminobacter aminovorans,25
Oceanobacillus oncorhynchi,32
Rhodococcus erythropolis,307
Stenotrophomonas acidaminiphila,46
Arthrobacter globiformis,96
Alteromonas macleodii,163
Cellulosimicrobium funkei,61
Xenorhabdus nematophila,54
Burkholderia vietnamiensis,131
Salmonella enterica subsp. enterica serovar Heidelberg,237
Staphylococcus xylosus,155
Streptomyces aureus,56
Lactobacillus pentosus,352
Pantoea ananatis,307
Paenibacillus taichungensis,66
Arcanobacterium phocae,26
Paenarthrobacter nitroguajacolicus,108
Cupriavidus metallidurans,42
Thermobifida fusca,29
Alicyclobacillus herbarius,27
Vibrio gigantis,61
Anaerostipes caccae,24
Microbacterium foliorum,76
Staphylococcus saprophyticus,459
Aster yellows phytoplasma,105
Pseudomonas extremorientalis,32
Bacillus infantis,86
Alcaligenes faecalis,450
Enterococcus avium,108
Kocuria marina,52
Streptococcus uberis,223
Mycoplasmoides pneumoniae,75
Burkholderia anthina,35
Pseudomonas rhizosphaerae,48
Pseudomonas brenneri,81
Enterobacter ludwigii,352
Chlamydia psittaci,83
Mesorhizobium tianshanense,29
Photobacterium kishitanii,50
Clostridium botulinum,524
Methylobacterium brachiatum,21
Bacillus cellulasensis,39
Brachymonas denitrificans,28
Vibrio proteolyticus,26
Xanthomonas axonopodis,54
Psychrobacter maritimus,27
Planococcus maritimus,73
Nocardia cyriacigeorgica,164
Xenorhabdus bovienii,90
Cupriavidus necator,60
Dickeya zeae,57
Xanthomonas campestris,99
Pseudomonas tolaasii,115
Kluyvera intermedia,57
Glaesserella parasuis,291
Streptococcus minor,26
Sphingomonas sanguinis,39
Pseudomonas fluorescens,1248
Streptomyces turgidiscabies,58
Corynebacterium flavescens,25
Rhizobium etli,86
Plesiomonas shigelloides,95
Metamycoplasma hominis,41
Aggregatibacter aphrophilus,41
Sporosarcina pasteurii,29
Halobacillus mangrovi,28
Streptomyces griseus,246
Bacteroides ovatus,48
Mycobacterium conceptionense,25
Neisseria cinerea,22
Bacillus coagulans,186
Agromyces mediolanus,24
Micromonospora aurantiaca,34
Burkholderia plantarii,31
Gordonia alkanivorans,27
Bacteroides acidifaciens,34
Lactobacillus paralimentarius,52
Legionella pneumophila,724
Burkholderia mallei,176
Ralstonia solanacearum,666
Ornithobacterium rhinotracheale,119
Brochothrix thermosphacta,80
Streptomyces thermogriseus,24
Paraburkholderia tropica,102
Xanthomonas citri pv. citri,115
Shewanella xiamenensis,51
Taylorella asinigenitalis,58
Staphylococcus succinus,77
Streptomyces lincolnensis,22
Komagataeibacter europaeus,60
Arcobacter cryaerophilus,30
Erythrobacter citreus,79
Aeromonas allosaccharophila,47
Oceanobacillus profundus,37
Moraxella osloensis,95
Neorickettsia risticii (Potomac horse fever agent),20
bacterium symbiont of Bactrocera correcta,59
Tsukamurella tyrosinosolvens,67
Pseudomonas xinjiangensis,112
Burkholderia thailandensis,64
Pseudomonas simiae,43
Oceanobacillus kimchii,23
Pseudomonas synxantha,35
Trueperella pyogenes,141
Photorhabdus laumondii,53
Aerococcus viridans,93
Bacillus kochii,72
Laribacter hongkongensis,120
Brevundimonas intermedia,22
Nicoletella semolina,72
Actinotignum schaalii,30
Cronobacter dublinensis,37
Cellulophaga algicola,20
Candidatus Portiera aleyrodidarum,48
Vibrio campbellii,227
Leuconostoc pseudomesenteroides,336
Ochrobactrum anthropi,246
Bifidobacterium longum subsp. infantis,59
Serratia ureilytica,28
Tenacibaculum maritimum,26
Clostridium beijerinckii,169
Rhodococcus qingshengii,94
Photobacterium phosphoreum,63
Serratia proteamaculans,94
Pantoea dispersa,209
Streptococcus gordonii,82
Clostridium subterminale,27
Dickeya dianthicola,76
Streptococcus gallolyticus,215
Streptomyces rochei,124
Halomonas boliviensis,30
Bacillus marisflavi,167
Streptomyces humidus,21
Moraxella bovoculi,78
Streptococcus iniae,87
Eggerthella lenta,152
Pseudomonas moraviensis,56
Thermoanaerobacter uzonensis,213
Streptomyces misionensis,22
Lactobacillus murinus,47
Mycobacterium ulcerans,22
Lactobacillus curvatus,199
Clostridium novyi,28
Leptospirillum ferriphilum,47
Acinetobacter baumannii Canada BC-5,41
Lethal yellowing phytoplasma,41
endophytic bacterium,25
Gemella morbillorum,29
Streptomyces phaeochromogenes,98
Citrobacter sedlakii,25
Pseudomonas cedrina,50
Paenibacillus odorifer,69
Carnobacterium maltaromaticum,186
Nocardiopsis dassonvillei,139
Pseudomonas gessardii,123
Arthrobacter agilis,78
Streptomyces clavuligerus,27
Pseudescherichia vulneris,27
Bacillus timonensis,30
Bacillus lentus,36
Acinetobacter guillouiae,83
Halomonas variabilis,28
Xylella fastidiosa,168
Listeria welshimeri,22
Rhodobacter capsulatus,26
Candidatus Phytoplasma mali,43
Bacillus alcalophilus,31
Enterococcus gallinarum,132
Candidatus Phytoplasma pruni,88
Gordonia terrae,86
Neorhizobium huautlense,31
Pseudomonas chlororaphis subsp. aurantiaca,43
Bifidobacterium breve,193
Micrococcus luteus,451
Pseudoalteromonas mariniglutinosa,22
Delftia lacustris,39
Candidatus Hodgkinia cicadicola,285
Borrelia crocidurae,55
Paenibacillus durus,35
Weissella cibaria,292
Streptomyces rubrolavendulae,20
Brevibacillus formosus,41
Clostridium magnum DSM 2767,27
Shewanella baltica,88
Halomonas aquamarina,98
Bacillus niacini,95
Pseudoalteromonas espejiana,32
Gammaproteobacteria bacterium,64
Streptomyces goshikiensis,40
Acinetobacter baumannii Naval-81,30
[Clostridium] clostridioforme,25
Corynebacterium striatum,58
BTEX-degrading bacterium enrichment culture,30
Corynebacterium bovis,69
Salmonella enterica subsp. enterica serovar Anatum,49
Nocardia brasiliensis,73
Gluconacetobacter liquefaciens,32
Shewanella marisflavi,22
Brachyspira innocens,58
Planomicrobium chinense,23
Micrococcus lylae,33
Salmonella enterica subsp. enterica serovar Derby,40
Serratia symbiotica,192
Streptomyces spororaveus,59
Finegoldia magna,22
Porphyromonas gingivalis,109
Microbacterium trichothecenolyticum,54
Candidatus Megaira polyxenophila,31
Ralstonia mannitolilytica,41
Stenotrophomonas rhizophila,172
Bacillus cereus E33L,27
Lactobacillus kefiranofaciens,128
[Enterobacter] aerogenes,118
Bacteroides fragilis,139
Pseudomonas lundensis,33
Pseudomonas taiwanensis,70
Cellulosimicrobium cellulans,105
Paracoccus versutus,27
Brevundimonas diminuta,189
Neisseria gonorrhoeae,489
Chryseobacterium hominis,30
Acidithiobacillus ferrivorans,28
Blautia coccoides,90
Lactobacillus backii,30
Micromonospora purpureochromogenes,25
Candidatus Methylopumilus planktonicus,109
Rothia mucilaginosa,60
Halomonas campisalis,27
Candidatus Phytoplasma pyri,29
Corynebacterium kroppenstedtii,21
Exiguobacterium acetylicum,103
Borrelia hermsii,86
Mycobacterium kansasii,56
Nocardia abscessus,27
Streptomyces violascens,30
Rhizobium sullae,21
Streptomyces olivochromogenes,57
Streptomyces flavovirens,75
Providencia stuartii,85
Raoultella terrigena,57
Ethanoligenens harbinense,24
[Clostridium] scindens,26
Comamonas terrigena,20
Lactobacillus amylovorus,70
Brevibacillus parabrevis,89
Clostridium butyricum,190
Bradyrhizobium yuanmingense,184
Bacillus koreensis,28
Terrisporobacter mayombei,24
Escherichia coli O104:H4 str. C227-11,22
Mycobacterium chelonae,116
[Pasteurella] aerogenes,20
Kosakonia cowanii,77
Streptomyces mutabilis,125
Burkholderia gladioli,163
Polynucleobacter asymbioticus,300
Saccharomonospora xinjiangensis,30
Moraxella catarrhalis,115
Ralstonia insidiosa,34
Lactobacillus mucosae,91
Mesorhizobium loti,124
Nocardia asteroides,64
Paenibacillus glycanilyticus,25
Dialister micraerophilus,31
Methylorubrum populi,94
Streptococcus gallolyticus subsp. pasteurianus,64
Paraclostridium bifermentans,89
Xanthomonas oryzae pv. oryzicola,20
Acinetobacter ursingii,29
Mycobacterium colombiense,23
Bacillus thuringiensis serovar morrisoni,30
Streptomyces thermoviolaceus,26
Akkermansia muciniphila,62
Proteus penneri,62
Flavobacterium columnare,200
Bacillus halodurans,111
Streptococcus oralis,115
Pseudarthrobacter oxydans,211
Acidithiobacillus ferridurans,33
Vibrio cholerae O1,54
Micromonospora chokoriensis,42
Dehalococcoides mccartyi,42
Micromonospora echinospora,48
Vibrio ponticus,27
Photobacterium leiognathi subsp. mandapamensis,25
Arthrobacter oryzae,61
Rhodococcus opacus,50
Weissella viridescens,63
Streptomyces anulatus,86
Epibacterium mobile,112
Methylobacterium radiotolerans,156
Sorangium cellulosum,142
Staphylococcus caprae,53
Streptococcus sanguinis,109
Bacillus asahii,26
Serratia liquefaciens,163
Tistrella mobilis,20
Pseudomonas syringae,204
Pseudoalteromonas flavipulchra,27
Ferrimonas balearica,20
Aeromonas sobria,234
Collinsella aerofaciens,256
Bacillus aerius,149
Pseudomonas veronii,184
Bacillus horneckiae,39
Ruegeria arenilitoris,40
Bacillus wiedmannii,98
Streptomyces venezuelae,46
Arthrobacter crystallopoietes,44
Pseudomonas lurida,43
Klebsiella aerogenes,301
Streptomyces ambofaciens,47
Salmonella enterica subsp. enterica serovar Muenchen,47
Bifidobacterium pseudocatenulatum,111
Candidatus Carsonella ruddii,34
Pseudomonas psychrotolerans,109
Mycobacterium bovis,24
Rhodopirellula baltica,117
Paenarthrobacter nicotinovorans,75
Providencia rustigianii,23
Bacillus vietnamensis,84
Treponema denticola,63
Pseudomonas xanthomarina,78
Streptomyces atroolivaceus,27
Pseudomonas chlororaphis,171
Planomicrobium koreense,35
Bacillus jeotgali,43
Vibrio fortis,67
Staphylococcus cohnii,170
Kluyvera cryocrescens,32
Aeribacillus pallidus,101
Cutibacterium acnes,257
Vibrio atlanticus,41
Rickettsia japonica,73
Streptomyces lienomycini,23
Acinetobacter baumannii OIFC143,22
Shewanella putrefaciens,174
Pseudomonas nitroreducens,103
'Catharanthus roseus' phytoplasma,20
Virgibacillus pantothenticus,30
Elizabethkingia meningoseptica,112
Streptomyces scabiei,179
Anaplasma ovis,58
Parageobacillus thermoglucosidasius,78
Limnobacter thiooxidans,20
Salinicola salarius,32
Pseudomonas palleroniana,24
Glutamicibacter nicotianae,87
Faecalibacterium prausnitzii,95
Enterococcus mundtii,190
Lactobacillus coryniformis,99
Klebsiella michiganensis,88
Pseudomonas frederiksbergensis,156
Candidatus Liberibacter asiaticus,80
Lactobacillus crispatus,122
Chlamydia abortus,82
Aggregatibacter actinomycetemcomitans,87
Pantoea vagans,156
Brenneria nigrifluens,53
Borreliella burgdorferi (Lyme disease spirochete),117
Mycobacterium fortuitum,56
Pseudarthrobacter scleromae,44
Yersinia pseudotuberculosis,123
Yersinia kristensenii,57
Mycoplasma haemofelis,33
Blastochloris viridis,27
Selenomonas ruminantium,61
Kingella kingae,23
Microbacterium schleiferi,34
Brachyspira corvi,120
Sporolactobacillus laevolacticus,24
Bacillus muralis,63
Photobacterium leiognathi subsp. leiognathi,23
Tomato big bud phytoplasma,38
Tetragenococcus halophilus,100
Bacillus cytotoxicus,151
Campylobacter sputorum,52
Aureimonas altamirensis,35
Acinetobacter schindleri,68
Corynebacterium tuberculostearicum,22
Pseudomonas jessenii,77
Achromobacter piechaudii,28
Labrenzia aggregata,26
Citrobacter gillenii,32
Pectobacterium atrosepticum,88
Pseudomonas denitrificans (nomen rejiciendum),21
Mesorhizobium mediterraneum,50
Escherichia coli str. K-12 substr. MG1655,87
Marinilactibacillus psychrotolerans,25
Pseudomonas poae,138
Campylobacter fetus,72
Halomonas meridiana,225
Enhydrobacter aerosaccus,38
Gluconobacter cerinus,31
Mycoplasmopsis arginini,23
Paeniglutamicibacter sulfureus,25
Streptomyces olivaceus,55
Pseudoalteromonas tunicata,28
Streptococcus parasanguinis,84
Cutibacterium avidum,32
Acetobacter tropicalis,77
Enterobacteriaceae bacterium,97
Sporosarcina ureae,41
Lysinimonas sp. LM-2018,103
Pseudomonas syringae pv. actinidiae,139
bacterium endosymbiont of Onthophagus Taurus,230
Corynebacterium macginleyi,30
Mesorhizobium huakuii,84
Lysobacter capsici,21
Halomonas venusta,76
Microbispora rosea,39
Pectobacterium parmentieri,78
Candidatus Thiomargarita nelsonii,42
Burkholderia stagnalis,71
Psychrobacillus psychrodurans,68
Enterococcus hirae,450
Salmonella enterica subsp. enterica serovar Montevideo,33
Actinobacillus pleuropneumoniae,58
Bacillus fordii,21
Erwinia billingiae,45
Agrobacterium pusense,70
Ralstonia pickettii,113
Komagataeibacter intermedius,53
Chlamydia muridarum,26
Pseudomonas mohnii,37
Pasteurella multocida subsp. septica,61
Pseudochrobactrum asaccharolyticum,21
Lactobacillus buchneri,183
Ochrobactrum intermedium,170
Mycoplasmopsis synoviae,29
Shigella flexneri 4c,21
Lactobacillus animalis,22
Paenibacillus xylanexedens,61
Gluconobacter frateurii,77
Neisseria perflava,20
Sporosarcina psychrophila,25
Ochrobactrum pseudintermedium,22
Leptothrix mobilis,20
Candidatus Phytoplasma ulmi,25
Mycoplasmoides gallisepticum,61
Jujube witches'-broom phytoplasma,70
Sporosarcina globispora,36
Streptomyces albus,84
Neisseria flavescens,57
Yersinia pestis,144
Aneurinibacillus thermoaerophilus,35
Nocardiopsis lucentensis,29
Weissella koreensis,61
Halobacillus trueperi,102
Xanthomonas citri,40
Blastomonas natatoria,41
Streptococcus pseudopneumoniae,102
Proteus vulgaris,154
Propionibacterium freudenreichii,109
Candidatus Phytoplasma phoenicium,111
Streptomyces albidoflavus,222
Salmonella enterica subsp. enterica serovar Kentucky,62
Rhizobium leguminosarum bv. viciae,129
Aeromonas jandaei,85
North American grapevine yellows phytoplasma,61
Arcobacter lanthieri,22
Sporosarcina aquimarina,46
Xanthomonas albilineans,76
Sphingomonas echinoides,26
Candidatus Phytoplasma solani,111
Streptomyces microflavus,154
Vibrio comitans,44
Bacillus oryzaecorticis,23
Streptomyces globosus,29
Oblitimonas alkaliphila,43
Pseudoalteromonas elyakovii,29
Sphingobacterium faecium,21
Sutterella wadsworthensis,38
Bacillus halosaccharovorans,28
Mycobacterium gilvum,43
Necropsobacter rosorum,20
Thermoanaerobacterium thermosaccharolyticum,28
Mesorhizobium plurifarium,45
Fusobacterium varium,26
Cobetia marina,68
Photobacterium leiognathi,48
Phaeobacter inhibens,126
Asaia bogorensis,91
synthetic construct,161
Microvirgula aerodenitrificans,24
Clostridium acetobutylicum,92
Mesorhizobium amorphae,189
Leuconostoc garlicum,75
Francisella philomiragia,47
