Classification Level,Count
Clostridium pasteurianum DSM 525 = ATCC 6013,42
Aneurinibacillus soli,18
Lactobacillus backii,30
Komagataeibacter xylinus,55
Kitasatospora griseola,19
Neisseria gonorrhoeae,489
Bacillus tequilensis,474
Mycobacterium kansasii,56
Hyphomicrobium facile,23
Corynebacterium pseudotuberculosis,288
Nocardia jiangxiensis,10
Rhizobium leguminosarum,557
Serratia proteamaculans,94
Lactobacillus kefiranofaciens,128
Lactococcus lactis,2196
Bacillus cereus E33L,27
Cutibacterium acnes,257
Streptococcus equinus,216
Burkholderia gladioli,163
Xylella fastidiosa,168
Borrelia garinii,57
Klebsiella quasipneumoniae,76
Microbacterium pumilum,13
Streptomyces pratensis,69
Streptococcus anginosus,416
Klebsiella oxytoca,580
Parageobacillus thermoglucosidasius,78
Myxococcus virescens,74
Xenorhabdus indica,16
Lactobacillus buchneri,183
Salmonella enterica subsp. diarizonae,39
[Brevibacterium] frigoritolerans,225
Streptococcus suis,1474
Weissella ceti,22
[Pantoea] cedenensis,20
Micrococcus lylae,33
Haemophilus haemolyticus,155
Bacillus thermoamylovorans,71
Lactobacillus reuteri,433
Enterobacter ludwigii,352
Neisseria meningitidis,1882
Pseudomonas putida,1534
Lactobacillus casei,992
Legionella pneumophila,724
Kocuria palustris,136
Helicobacter pylori,428
Acinetobacter haemolyticus,107
Bacillus aryabhattai,1030
Mixta gaviniae,20
Bacillus pumilus,2196
Bacillus atrophaeus,305
Actinotignum schaalii,30
Luteibacter rhizovicinus,20
Burkholderia multivorans,129
Tsukamurella pulmonis,41
Clostridium perfringens,322
Citrobacter freundii,718
bacterium endosymbiont of Osedax mucofloris,90
Weissella thailandensis,21
Clostridium botulinum,524
Wautersiella falsenii,16
Vibrio cholerae,811
Paracoccus marcusii,52
Pseudomonas savastanoi,24
Staphylococcus saprophyticus,459
Staphylococcus warneri,357
Bacillus oceanisediminis 2691,11
Streptomyces shenzhenensis,12
Brevibacillus agri,100
Clostridium beijerinckii,169
Brucella melitensis,621
Pseudoalteromonas ruthenica,30
Vibrio neocaledonicus,69
Cylindrospermopsis raciborskii,59
Pseudomonas fragi,295
Bacillus sp. YP1,11
Tetragenococcus halophilus,100
Kocuria rhizophila,100
Limnobacter thiooxidans,20
Acinetobacter calcoaceticus,445
Sporosarcina ureae,41
Oceanobacillus sp. 143,10
Sphingobium yanoikuyae,104
Acinetobacter seifertii,15
Streptococcus salivarius subsp. thermophilus,804
Corynebacterium falsenii,25
Aeromonas dhakensis,94
Burkholderia plantarii,31
Novosphingobium pentaromativorans,10
Mesorhizobium ciceri,93
Sorangium cellulosum,142
Ralstonia pickettii,113
Aeromonas veronii,650
Streptococcus massiliensis,11
Mycobacterium fortuitum,56
Lactobacillus fermentum,2270
Acholeplasma laidlawii,33
Ralstonia solanacearum,666
Planococcus antarcticus,10
Thermoanaerobacter uzonensis,213
Xanthomonas euvesicatoria,128
Streptomyces albus,84
Streptomyces tendae,51
Phyllobacterium ifriqiyense,17
Citrobacter braakii,70
Gammaproteobacteria bacterium,64
Actinobacteria bacterium,166
Lactobacillus brevis,841
Burkholderia pseudomallei,885
Mycobacterium avium,41
Aeromonas caviae,323
Rhodococcus qingshengii,94
Bacillus anthracis str. V770-NP-1R,11
Faecalibacterium prausnitzii,95
Lactobacillus acidophilus,164
Bacillus infantis,86
Burkholderia cepacia,452
Staphylococcus lugdunensis,87
Achromobacter xylosoxidans,392
Mannheimia varigena,35
Burkholderia cenocepacia,486
Rhizobium etli,86
Streptomyces netropsis,39
Kofleria flava,13
Aeromonas sp. CU5,10
Bifidobacterium breve,193
Yersinia pseudotuberculosis,123
Hyphomonas polymorpha,10
Candidatus Mycoplasma haemominutum,71
Bifidobacterium bifidum,81
Gardnerella vaginalis,63
Microbacterium paraoxydans,134
Oceanobacillus iheyensis,47
Streptomyces clavifer,16
Aeromonas veronii AER39,11
Arcanobacterium haemolyticum,45
Synechocystis sp. PCC 6803,19
Azotobacter salinestris,24
Pseudomonas antarctica,49
Xanthomonas campestris,99
Bacillus aeolius,12
Bartonella henselae,57
Streptomyces spororaveus,59
Neorhizobium galegae,76
Clostridium beijerinckii NCIMB 8052,15
Paenibacillus amylolyticus,98
Pseudomonas mandelii,167
Roseburia intestinalis,16
Polynucleobacter cosmopolitanus,215
Shigella sonnei,969
Vibrio tapetis,62
Yersinia enterocolitica,316
Rahnella aquatilis,210
Blautia coccoides,90
Listeria welshimeri,22
Bacillus niacini,95
Fusobacterium nucleatum,147
Actinomyces oris,40
Pantoea cypripedii,26
Chromohalobacter beijerinckii,10
Gemella morbillorum,29
Lactobacillus delbrueckii subsp. bulgaricus,641
Edwardsiella tarda,195
Stenotrophomonas maltophilia,1515
Cactus witches'-broom phytoplasma,32
Riemerella anatipestifer,180
Streptococcus uberis,223
Chryseobacterium indologenes,89
Lactobacillus crispatus,122
Brevibacterium iodinum,22
Sesame phyllody phytoplasma,79
Mesorhizobium metallidurans,22
Pasteurellaceae bacterium,255
Candidatus Phytoplasma aurantifolia,207
Lactobacillus paralimentarius,52
Ensifer medicae,188
Bacillus sp. FJAT-20673,12
Vibrio rotiferianus,94
Shewanella algae,176
Geobacillus thermodenitrificans,230
Bergeyella zoohelcum,12
Acinetobacter baumannii 45057_1,10
Actinobacillus suis,15
Shigella flexneri,252
Lactobacillus kunkeei,359
Streptomyces anulatus,86
Psychrobacter pacificensis,49
Actinobacillus ureae,10
Streptomyces griseus,246
Tissierella praeacuta,27
Brevibacillus brevis,254
Streptomyces lateritius,13
Staphylococcus schleiferi,33
Enterobacter hormaechei subsp. xiangfangensis,129
Flavobacterium johnsoniae,55
Halomonas saccharevitans,11
Pseudomonas psychrotolerans,109
Mesorhizobium amorphae,189
Dyadobacter fermentans,13
Streptococcus mutans,253
Arcobacter thereius,10
Salmonella enterica subsp. enterica serovar Enteritidis,733
Bacillus marisflavi,167
Burkholderia pseudomultivorans,16
Curtobacterium flaccumfaciens,116
Sugarcane grassy shoot phytoplasma,55
Enterobacter asburiae,359
Burkholderia contaminans,45
Comamonas kerstersii,17
Exiguobacterium sibiricum,28
Clostridium acetobutylicum,92
Exiguobacterium aurantiacum,92
Salmonella enterica subsp. enterica serovar Derby,40
Alcanivorax venustensis,21
Gluconobacter thailandicus,10
Pantoea anthophila,17
Campylobacter fetus,72
Rhodococcus aetherivorans,27
Acinetobacter gyllenbergii,21
Salmonella enterica subsp. enterica serovar Braenderup,18
Bacillus mycoides,498
Corynebacterium glutamicum,185
Photobacterium damselae,130
Burkholderia vietnamiensis,131
Salmonella enterica subsp. enterica serovar Heidelberg,237
Psychrobacter celer,47
Bacillus altitudinis,554
Pseudoalteromonas atlantica,32
Laribacter hongkongensis,120
Serratia marcescens,1314
Erwinia persicina,35
Streptomyces globosus,29
Dickeya dianthicola,76
Weissella cibaria,292
Ewingella americana,68
Gilliamella apicola,127
Staphylococcus cohnii,170
Microbacterium oleivorans,58
Providencia stuartii,85
Streptomyces spiroverticillatus,28
Halomonas meridiana,225
Halobacillus trueperi,102
Fusobacterium varium,26
Mycobacterium smegmatis,39
[Pseudomonas] geniculata,140
Aster yellows phytoplasma,105
Vibrio scophthalmi,80
Pseudoalteromonas prydzensis,22
Pseudomonas balearica,36
Enterococcus italicus,104
Lactobacillus paraplantarum,120
Acinetobacter nectaris,18
Burkholderia sp. symbiont of Dicranocephalus lateralis,27
Candidatus Portiera aleyrodidarum,48
Bacillus gottheilii,28
Rhodovulum sulfidophilum,33
Acinetobacter johnsonii,297
Pseudomonas mandelii JR-1,10
Micromonospora chaiyaphumensis,37
Polaromonas glacialis,36
Acinetobacter schindleri,68
Pseudoalteromonas elyakovii,29
Collimonas pratensis,21
Psychrobacter cryohalolentis,49
Pantoea vagans,156
Microbacterium trichothecenolyticum,54
magnetic coccus MP17,10
Caballeronia glathei,21
Anaerococcus hydrogenalis,13
Pseudarthrobacter defluvii,26
Bacillus aquimaris,238
Flavonifractor plautii,60
Candidatus Methylopumilus planktonicus,109
Pseudomonas fulva,145
Janibacter terrae,11
Burkholderia ubonensis,321
Oenococcus oeni,171
Porphyromonas gingivalis,109
Aeromonas sobria,234
Obesumbacterium proteus,19
Streptomyces albidoflavus,222
Bacillus simplex,462
Escherichia coli DEC11C,12
Shewanella putrefaciens,174
Vibrio natriegens,103
Chlamydia psittaci,83
Streptomyces lividans,34
Pseudomonas chlororaphis,171
Streptomyces chrestomyceticus,13
Enterococcus saccharolyticus,19
Rhizorhapis suberifaciens (corky root of lettuce),41
Fusobacterium mortiferum,24
Pseudomonas mohnii,37
Arthrobacter subterraneus,19
Curtobacterium oceanosedimentum,73
Geobacillus genomosp. 3,10
Wolbachia pipientis,28
Bacillus siralis,16
Weissella koreensis,61
Campylobacter jejuni,1599
Marvinbryantia formatexigens,19
Paenibacillus lautus,112
Pseudomonas alcaligenes,97
Endozoicomonas ascidiicola,17
Salmonella enterica subsp. enterica serovar Montevideo,33
Anaplasma bovis,90
Clostridium septicum,56
Anaplasma platys,44
Bacteroides dorei,41
Paeniclostridium sordellii,114
Rhizobium phaseoli,60
Brevundimonas diminuta,189
Pseudomonas peli,60
Pseudomonas extremaustralis,60
Sphingomonas sanguinis,39
Methylobacterium radiotolerans,156
Lactobacillus diolivorans,118
Vibrio tubiashii ATCC 19109,11
Escherichia coli DEC9B,11
Enterococcus gallinarum,132
Escherichia coli 2720900,10
Desulfitobacterium hafniense,26
Brevundimonas alba,17
Megasphaera elsdenii,46
Chryseobacterium lactis,16
Arthrobacter globiformis,96
Campylobacter sputorum,52
Rhodococcus erythropolis,307
Lactobacillus zeae,27
Mycoplasmopsis gallinacea,48
Paenibacillus ehimensis,27
Leuconostoc gelidum,23
Mycoplasmopsis bovigenitalium,15
Planococcus citreus,17
Pseudomonas avellanae,18
Bifidobacterium longum subsp. suis,15
Peptoniphilus asaccharolyticus,17
Arcobacter butzleri,50
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,361
Bacillus stratosphericus,200
Xanthomonas phaseoli pv. dieffenbachiae,19
Rhizobium rhizogenes,83
Pseudomonas vranovensis,18
Acidithiobacillus ferrooxidans,250
Tenacibaculum dicentrarchi,22
bacterium symbiont of Bactrocera correcta,59
Pseudomonas brenneri,81
Gluconobacter oxydans,79
Sphingomonas paucimobilis,59
Sphingomonas mucosissima,16
Agrobacterium radiobacter,804
Brenneria nigrifluens,53
Pseudomonas arsenicoxydans,19
Rathayibacter agropyri,12
Pseudomonas taiwanensis,70
Streptomyces rubiginosohelvolus,18
Streptococcus oralis,115
Aeromonas veronii bv. sobria,39
Bacillus bataviensis,30
Brevibacterium casei,56
Treponema pallidum subsp. pallidum (syphilis treponeme),94
Bacillus halodurans,111
Carnobacterium alterfunditum,12
Piscirickettsia salmonis,208
Coconut lethal yellowing phytoplasma,83
Xanthomonas oryzae,66
Bacillus foraminis,42
Bifidobacterium thermophilum,40
Geobacillus lituanicus,17
Pectobacterium aroidearum,28
Aeromonas sp. ASNIH3,10
Geobacillus stearothermophilus,231
Streptomyces carpaticus,21
Paenibacillus pabuli,66
Acinetobacter venetianus,55
Candidatus Thiopilula aggregata,14
Ureaplasma parvum,19
Lactobacillus kefiri,135
Campylobacter fetus subsp. venerealis,12
Mogibacterium pumilum,13
Turicibacter sanguinis,30
Cupriavidus gilardii,31
Streptomyces phaeochromogenes,98
Candidatus Similichlamydia labri,12
Chromobacterium violaceum,92
Cronobacter dublinensis subsp. lausannensis LMG 23824,14
Candidatus Liberibacter asiaticus,80
Curtobacterium herbarum,13
Vibrio furnissii,51
Pectobacterium carotovorum,401
Acetobacter tropicalis,77
Gemella sanguinis,15
Helicobacter fennelliae,41
Pectobacterium carotovorum subsp. brasiliense,178
Candidatus Protochlamydia naegleriophila,13
Gallibacterium anatis,77
Tistrella mobilis,20
Acetobacter lovaniensis,31
Caulobacter vibrioides,27
Morganella morganii,258
Taylorella asinigenitalis,58
Idiomarina zobellii,39
Salmonella enterica subsp. enterica serovar Corvallis,20
Streptococcus pseudoporcinus,39
Mycobacterium chelonae,116
Sulfitobacter dubius,22
Cellulosimicrobium funkei,61
Brevundimonas terrae,22
Lactobacillus coryniformis,99
Acidovorax avenae,74
Lutimonas saemankumensis,20
Streptococcus sinensis,18
Nocardiopsis alba,118
Pseudomonas protegens,168
Megamonas funiformis,12
Shigella flexneri 1a,21
Tatumella morbirosei,11
Erwinia pyrifoliae,39
Lactobacillus hilgardii,66
Streptococcus gallolyticus,215
Staphylococcus nepalensis,66
Streptomyces pseudogriseolus,32
Pseudoxanthomonas indica,15
Stenotrophomonas rhizophila,172
Methylobacterium adhaesivum,21
Lactobacillus salivarius,403
Halomonas variabilis,28
Halomonas salina,39
Bacteroides fragilis,139
Williamsia serinedens,15
Lactobacillus perolens,15
'Homalodisca Liturata' phytoplasma,15
Shewanella baltica BA175,10
Enterococcus casseliflavus,183
Stenotrophomonas nitritireducens,14
Bacillus flexus,481
Streptomyces leeuwenhoekii,10
Mycobacterium abscessus,1004
Cronobacter dublinensis,37
Haemophilus parainfluenzae,55
Porphyromonas levii,410
Halomonas alkaliphila,49
Acidovorax delafieldii,41
Candidatus Phytoplasma prunorum,18
Pseudomonas syringae pv. actinidiae,139
Paracoccus alcaliphilus,16
Enterococcus hirae,450
Lactobacillus johnsonii,181
Brevundimonas olei,16
Acetobacter pomorum,33
Chryseobacterium aahli,13
Enhydrobacter aerosaccus,38
Vibrio harveyi,495
Pararhizobium giardinii,40
Streptococcus dysgalactiae,136
Lactobacillus amylovorus,70
Streptococcus iniae,87
Vibrio splendidus,182
Pseudomonas borbori,13
Mesomycoplasma hyopneumoniae,13
Francisella tularensis,170
Bacillus canaveralius,21
Pseudomonas mendocina,201
Chlamydia trachomatis,190
Bacillus drentensis,96
Lactobacillus sakei,409
Dietzia natronolimnaea,40
Bradyrhizobium japonicum,420
Bacillus megaterium Q3,14
Photobacterium leiognathi subsp. mandapamensis,25
Xanthomonas oryzae pv. oryzae,240
Salmonella enterica subsp. enterica serovar Montevideo str.,37
Bacillus subtilis subsp. subtilis str. 168,47
Streptomyces mirabilis,24
Pantoea ananatis,307
Halomonas venusta,76
Microbacterium arborescens,55
Clostridium saccharobutylicum,63
Vibrio parahaemolyticus VP-NY4,12
Providencia alcalifaciens,62
Salmonella enterica subsp. enterica serovar Reading,15
Mycoplasmopsis synoviae,29
Pseudomonas chlororaphis subsp. aurantiaca,43
Nicoletella semolina,72
Klebsiella variicola,305
Bacillus siamensis,236
Mixta calida,17
Paenibacillus polymyxa,535
Bacillus velezensis variant polyfermenticus,13
Rhodopseudomonas palustris,121
Variovorax paradoxus,172
Streptomyces ipomoeae,17
Streptomyces enissocaesilis,41
Staphylococcus pasteuri,222
Roseburia inulinivorans,13
Pannonibacter phragmitetus,43
Salinivibrio proteolyticus,11
Muribacter muris,106
Sugarcane white leaf phytoplasma,49
Moraxella catarrhalis,115
Bradyrhizobium yuanmingense,184
Mycoplasma phocae,18
Paenibacillus lactis,34
Halomonas shengliensis,13
Enterococcus cecorum,34
Prevotella corporis,13
Streptococcus pseudopneumoniae,102
Bacillus cohnii,60
Sinomonas atrocyanea,26
Parageobacillus toebii,56
Pelomonas saccharophila,16
Kitasatospora purpeofusca,13
Alcanivorax dieselolei,68
Azospirillum sp. M2T2B2,11
Acinetobacter baumannii OIFC189,33
Streptococcus sobrinus,75
Rhodococcus baikonurensis,13
Geobacillus sp. LC300,11
Amycolatopsis coloradensis,36
Kocuria flava,42
Lachnospira multipara,10
Comamonas thiooxydans,10
Serratia plymuthica,113
Staphylococcus equorum,182
Staphylococcus xylosus,155
Chlamydia suis,70
Methylobacterium aquaticum,41
Microbacterium testaceum,145
Halothiobacillus neapolitanus,16
Bacillus vallismortis,148
Rice orange leaf phytoplasma,36
Mycobacterium conceptionense,25
Candidatus Mycoplasma turicensis,35
Streptomyces somaliensis,46
Pasteuria penetrans,11
Bacillus aerius,149
Staphylococcus arlettae,122
Lactobacillus amylolyticus,24
Bacillus alkalinitrilicus,19
Streptomyces variabilis,102
Nocardia farcinica,101
Vibrio parahaemolyticus O1:K33 str. CDC_K4557,11
Escherichia coli DEC3A,11
Leuconostoc citreum,260
Pseudarthrobacter oxydans,211
Rhizobium tropici,123
Aeromonas allosaccharophila,47
Halomonas ventosae,50
Psychrobacter glacincola,35
Gordonia alkanivorans,27
Serratia ureilytica,28
Ensifer meliloti,525
Serratia fonticola,83
Peptoclostridium phage p630P2,24
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,12
Plesiomonas shigelloides,95
Pseudoalteromonas marina,37
Staphylococcus aureus subsp. aureus ST228,40
Pseudomonas caeni,24
Bacillus anthracis str. Tsiankovskii-I,10
Aeromonas salmonicida,248
Rhizobium mesosinicum,16
Paenibacillus cineris,28
Brucella suis bv. 2,15
Elizabethkingia meningoseptica,112
Candidatus Phytoplasma vitis,14
Aeromonas media,133
Exiguobacterium indicum,62
[Pseudomonas] hibiscicola,57
Mycobacterium abscessus subsp. bolletii,114
Thalassobacillus devorans,31
Vibrio parahaemolyticus NIHCB0757,12
Fictibacillus nanhaiensis,44
Streptomyces roseochromogenus,11
Deinococcus apachensis,11
Mycoplasma zalophi,10
Candidatus Nitrosoarchaeum limnia BG20,19
Candidatus Hodgkinia cicadicola,285
Leuconostoc pseudomesenteroides,336
Treponema phagedenis subsp. vaccae,42
Corynebacterium diphtheriae,136
[Clostridium] hylemonae,20
Alcaligenes faecalis,450
gamma proteobacterium ectosymbiont of Rimicaris exoculata,15
Enterobacter hormaechei subsp. steigerwaltii,73
Neisseria flavescens,57
Pseudoalteromonas aliena,16
Sphingomonas yabuuchiae,16
Lactobacillus harbinensis,27
Enterobacter soli,24
Leptotrichia buccalis,13
Comamonas denitrificans,12
Lactobacillus delbrueckii,146
Chickpea phyllody phytoplasma,18
Streptococcus dysgalactiae subsp. equisimilis,167
Ensifer fredii,141
Komagataeibacter hansenii,97
Pseudomonas migulae,77
Streptomyces tsukiyonensis,13
Aerococcus viridans,93
Burkholderia sp. symbiont of Dicranocephalus albipes,17
Acetobacter orientalis,56
Paenibacillus macerans,25
Lactobacillus mucosae,91
Raoultella planticola,88
Streptomyces avermitilis,46
Aliivibrio fischeri,120
Bacillus toyonensis,224
Paraburkholderia hospita,21
Burkholderia metallica,26
Rhodococcus pyridinivorans,42
Micromonospora krabiensis,12
Peptostreptococcaceae bacterium VA2,20
Clavibacter michiganensis,176
Gracilibacillus dipsosauri,20
Cetobacterium somerae,17
Vibrio campbellii,227
Clostridium sp. MF28,19
Pseudoglutamicibacter cumminsii,17
Paraburkholderia tropica,102
Burkholderia pyrrocinia,29
Delftia acidovorans,102
Enterococcus faecalis ATCC 29212,11
Vibrio gigantis,61
Streptomyces olivochromogenes,57
Rickettsia japonica,73
Escherichia coli KO11FL,14
Virgibacillus marismortui,34
Pectobacterium atrosepticum,88
Lysinibacillus xylanilyticus,119
Capnocytophaga haemolytica,14
Alicyclobacillus acidoterrestris,144
Psychrobacter faecalis,81
Cupriavidus metallidurans,42
Streptococcus equi,295
Pseudomonas marginalis pv. marginalis,17
Rhodococcus fascians,65
Lysinibacillus fusiformis,497
Bacteroides thetaiotaomicron,81
Blautia producta,23
Psychrobacter marincola,17
Pseudomonas sp. URMO17WK12:I11,13
Jujube witches'-broom phytoplasma,70
Cronobacter malonaticus,72
Anaplasma centrale,24
Brevibacillus borstelensis,132
gamma proteobacterium symbiont of Plautia stali,238
Lactobacillus parafarraginis,40
Amycolatopsis mediterranei,19
Clostridioides difficile BI1,12
Streptococcus alactolyticus,27
Kitasatospora albolonga,15
Paenibacillus sp. FSL R5-0345,10
Prevotella loescheii,14
Halomonas axialensis,46
Clostridium algidicarnis,19
Escherichia coli DEC5E,13
Ochrobactrum anthropi,246
'Sesamum indicum' phytoplasma,10
Rhodococcus wratislaviensis,16
Brochothrix thermosphacta,80
Rhodobacter sphaeroides,106
Agrobacterium larrymoorei,37
Trichococcus pasteurii,19
Sanguibacter keddieii,11
Geobacillus zalihae,22
Paenarthrobacter nitroguajacolicus,108
Lactobacillus crustorum,35
Terribacillus halophilus,11
Butyrivibrio crossotus,10
Corynebacterium imitans,18
Paraburkholderia phenazinium,37
Microbacterium chocolatum,32
Enterococcus avium,108
Streptomyces aurantiacus,39
Pseudomonas brassicacearum,145
Geobacillus thermoleovorans,100
Candidatus Ehrlichia sp. AG-2017,16
Vibrio mediterranei,132
Micromonospora citrea,11
Photobacterium leiognathi,48
Alteromonas macleodii,163
Prevotella oris,16
Ochrobactrum intermedium,170
Ralstonia syzygii subsp. indonesiensis,22
Listonella anguillarum,277
Ureibacillus thermophilus,13
Pseudoalteromonas luteoviolacea,76
Micrococcus aloeverae,41
Shigella boydii,217
Flavobacterium hercynium,33
Weissella paramesenteroides,129
Burkholderia thailandensis,64
Salmonella enterica subsp. enterica serovar Tennessee,109
Pantoea stewartii subsp. indologenes,22
Microbacterium hydrocarbonoxydans,59
Acinetobacter nosocomialis,68
Enterobacter mori,19
Xanthomonas citri pv. punicae,50
Leclercia adecarboxylata,109
Mycoplasmoides pneumoniae,75
Mesorhizobium plurifarium,45
Paenibacillus xylanilyticus,34
Anaplasma marginale,92
Bacillus butanolivorans,16
Vibrio cholerae O1,54
Bartonella apis,16
Gordonia terrae,86
Streptomyces flavotricini,38
Nocardia cyriacigeorgica,164
Bacteroides vulgatus,48
Candidatus Mycoplasma haemozalophi,17
Zymomonas mobilis,63
Streptomyces gardneri,16
Streptomyces diastaticus subsp. ardesiacus,16
Bacillus horneckiae,39
Paraburkholderia fungorum,87
Pseudoalteromonas lipolytica,78
Xanthomonas perforans,53
Wohlfahrtiimonas chitiniclastica,20
Borreliella burgdorferi (Lyme disease spirochete),117
Pseudoalteromonas rubra,51
Microbacterium thalassium,15
Brevundimonas mediterranea,24
Xenorhabdus bovienii,90
Alloprevotella tannerae,18
Brachyspira hyodysenteriae,66
Proteus vulgaris,154
Microbacterium aquimaris,15
Escherichia fergusonii,144
Campylobacter showae,24
Pseudomonas grimontii,57
Bifidobacterium pseudocatenulatum,111
Virgibacillus salarius,43
Staphylococcus gallinarum,53
Staphylococcus haemolyticus,458
Microbacterium phyllosphaerae,59
Ensifer adhaerens,171
Telluria mixta,13
Asaia krungthepensis,18
Anaplasma phagocytophilum,111
Aeromonas enteropelogenes,54
Mycoplasmopsis anatis,12
Rothia kristinae,41
Bacillus lehensis,11
Thermoactinomyces vulgaris,18
Streptomyces mutabilis,125
