Classification Level,Count
Enterococcus mundtii,190
Carnobacterium maltaromaticum,186
Streptococcus oralis,115
Streptococcus dysgalactiae,136
Raoultella ornithinolytica,235
bacterium,1199
Pseudomonas koreensis,236
Candidatus Phytoplasma aurantifolia,207
Bifidobacterium longum,253
Lysinimonas sp. LM-2018,103
Geobacillus stearothermophilus,231
Candidatus Phytoplasma phoenicium,111
Achromobacter xylosoxidans,392
Lactobacillus kefiri,135
Histophilus somni,116
Microbacterium oxydans,276
Bacillus mycoides,498
Nocardiopsis alba,118
Acidithiobacillus thiooxidans,142
Acinetobacter junii,207
Actinobacteria bacterium,166
Ensifer medicae,188
Streptococcus gallolyticus,215
Rhodopirellula baltica,117
Epibacterium mobile,112
Pantoea ananatis,307
Halomonas meridiana,225
Elizabethkingia anophelis,145
Bradyrhizobium japonicum,420
Ochrobactrum intermedium,170
Clostridium beijerinckii,169
Candidatus Hodgkinia cicadicola,285
Flavobacterium psychrophilum,206
Lactobacillus johnsonii,181
Pantoea agglomerans,782
Aeromonas media,133
Nocardia cyriacigeorgica,164
Burkholderia gladioli,163
Janthinobacterium lividum,119
Bifidobacterium pseudocatenulatum,111
Vibrio owensii,167
Streptomyces rochei,124
Pasteurella multocida,426
Moraxella catarrhalis,115
Rhodococcus ruber,121
Bacillus atrophaeus,305
Yersinia ruckeri,132
Bacillus toyonensis,224
Rhizobium tropici,123
Lysinibacillus xylanilyticus,119
Bacillus clausii,169
Elizabethkingia meningoseptica,112
Enterococcus gallinarum,132
Piscirickettsia salmonis,208
Pseudomonas mendocina,201
Paeniclostridium sordellii,114
Streptococcus uberis,223
Riemerella anatipestifer,180
Bacillus halodurans,111
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,116
Bacillus oceanisediminis,136
Staphylococcus argenteus,110
Pseudomonas brassicacearum,145
Streptomyces griseus,246
Enterococcus casseliflavus,183
Brevundimonas diminuta,189
Listeria innocua,106
Pantoea dispersa,209
Xylella fastidiosa,168
Aeromonas salmonicida,248
Sphingobium yanoikuyae,104
Mycoplasmopsis bovis,146
Mycobacterium intracellulare,106
Rhodococcus hoagii,145
Lactobacillus curvatus,199
Salmonella enterica subsp. enterica serovar Saintpaul,115
Staphylococcus haemolyticus,458
Mesorhizobium loti,124
Bacillus sonorensis,186
Xanthomonas euvesicatoria,128
Streptomyces mutabilis,125
Propionibacterium freudenreichii,109
Bifidobacterium breve,193
Pseudomonas oryzihabitans,126
Vibrio harveyi,495
Rhizobium leguminosarum bv. viciae,129
Paenibacillus lautus,112
Leuconostoc pseudomesenteroides,336
Paenibacillus larvae,122
Geobacillus thermodenitrificans,230
Citrobacter koseri,130
Bacillus circulans,184
Brevibacillus laterosporus,172
Enterococcus lactis,148
Bacillus subtilis subsp. inaquosorum,158
Eggerthella lenta,152
Trueperella pyogenes,141
Paraburkholderia tropica,102
Rhodopseudomonas palustris,121
Yersinia pestis,144
Clostridium sporogenes,107
Ralstonia pickettii,113
Acetobacter pasteurianus,238
[Pseudomonas] geniculata,140
Flavobacterium columnare,200
Exiguobacterium acetylicum,103
Myxococcus fulvus,107
Candidatus Phytoplasma solani,111
Pseudomonas protegens,168
Staphylococcus capitis,128
Streptomyces microflavus,154
Vibrio splendidus,182
Geobacillus thermoleovorans,100
Alicyclobacillus acidoterrestris,144
Variovorax paradoxus,172
Comamonas testosteroni,180
Pseudomonas viridiflava,117
Bacillus aerophilus,184
Marinobacter hydrocarbonoclasticus,159
Rhodobacter sphaeroides,106
Pseudomonas mandelii,167
Staphylococcus xylosus,155
Escherichia albertii,133
Pseudomonas poae,138
Serratia plymuthica,113
Vibrio mediterranei,132
Porphyromonas levii,410
[Enterobacter] aerogenes,118
Aliivibrio fischeri,120
Escherichia fergusonii,144
Streptomyces variabilis,102
Fusobacterium nucleatum,147
Streptomyces albidoflavus,222
Weissella paramesenteroides,129
Kocuria rosea,141
Serratia liquefaciens,163
Anaplasma capra,106
Delftia tsuruhatensis,107
Lactobacillus buchneri,183
Nocardiopsis dassonvillei,139
Streptococcus pseudopneumoniae,102
Borreliella burgdorferi (Lyme disease spirochete),117
Bacteroides fragilis,139
Salmonella enterica subsp. enterica serovar Infantis,108
Bacillus siamensis,236
Acinetobacter haemolyticus,107
Streptococcus lutetiensis,159
Porphyromonas gingivalis,109
Lactobacillus parabuchneri,101
Pseudomonas xinjiangensis,112
Streptococcus sanguinis,109
Staphylococcus lentus,113
Lactococcus lactis subsp. cremoris,192
Staphylococcus arlettae,122
Lactobacillus diolivorans,118
Pseudomonas chlororaphis,171
Staphylococcus cohnii,170
Pseudomonas psychrotolerans,109
Brachyspira corvi,120
Serratia nematodiphila,102
Yersinia pseudotuberculosis,123
Oenococcus oeni,171
Nocardia farcinica,101
Lactobacillus paraplantarum,120
Enterobacter cancerogenus,131
Vibrio natriegens,103
Laribacter hongkongensis,120
Mycobacterium abscessus subsp. bolletii,114
Leptospira interrogans,107
Tetragenococcus halophilus,100
Mycobacterium chelonae,116
